gene_name	n_syn	n_mis	n_non	n_spl	n_ind	wmis_cv	wnon_cv	wspl_cv	wind_cv	pmis_cv	ptrunc_cv	pallsubs_cv	pind_cv	qmis_cv	qtrunc_cv	qallsubs_cv	qind_cv	pglobal_cv	qglobal_cv
ACVRL1	0	2	0	0	0	1.9257646278103056	0	0	0	0.4108828635497764	0.7375967399854391	0.6733088775287236	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9396369436087892	1
RPL7	1	0	0	0	0	0	0	0	0	0.4071198642244947	0.7462550941556418	0.6733313767504159	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9396458428247312	1
CD63	0	0	0	0	0	0	0	0	0	0.39445932618320856	0.7966670400574934	0.6733606240037527	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9396574099954154	1
KRTCAP3	0	0	0	0	0	0	0	0	0	0.3829687656474653	0.862727478046691	0.6734222288492285	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.939681770307329	1
MAGEH1	0	1	0	0	0	2.774748858121491	0	0	0	0.3858695680203568	0.8453063718833276	0.6734833233914241	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9397059232649811	1
ST6GALNAC2	0	1	0	0	0	2.746440623401343	0	0	0	0.38999586347638016	0.8217019685429607	0.673500492735504	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.939712709951256	1
ACTN4	0	1	0	0	0	0.5085680749571819	0	0	0	0.4550346020304079	0.6258263834666786	0.6735335963783056	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9397257939004536	1
ZNF487	0	0	0	0	0	0	0	0	0	0.39019276001769454	0.8187316287405317	0.6735502375781254	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.93973237058662	1
GLIS3	1	1	0	0	0	0.5014234042442336	0	0	0	0.4443323548848586	0.6468822533430041	0.6736382513118391	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.939767147220978	1
SLC2A11	1	2	0	0	0	1.9090164648368224	0	0	0	0.4163987168596157	0.7218149778045946	0.6736583030826793	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9397750686158652	1
SCRIB	7	4	0	0	0	0.767246606954806	0	0	0	0.5972869613068884	0.46964632470642753	0.6736822233310189	1	0.8281168857183012	0.9424126707052872	0.9771679320909128	1	0.9397845174610796	1
ZNF570	0	2	0	0	0	1.850114623264883	0	0	0	0.43751146577075184	0.6690283158824564	0.6738158407774495	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9398372826693322	1
MICU2	0	1	0	0	0	2.671420812513278	0	0	0	0.40133227631893154	0.7721277295769594	0.6738543344661898	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9398524788180348	1
TUFT1	1	0	0	0	0	0	0	0	0	0.4004011813712443	0.7733871700852286	0.673905844514483	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.939872809993412	1
ADRB3	0	0	0	0	0	0	0	0	0	0.3827063968949408	0.8682679161464741	0.6739356836879293	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9398845858064532	1
FNTA	0	1	0	0	0	2.702460480232373	0	0	0	0.3965694117217188	0.7921263605252841	0.6739372445861871	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9398852017672484	1
DNAJC12	0	0	0	0	0	0	0	0	0	0.4031379587874899	0.7628381627160021	0.6739432114236319	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9398875563639716	1
OPA1	1	2	0	0	0	1.7526822583444015	0	0	0	0.47532313042670504	0.6006384026213786	0.6739645410470516	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9398959728969348	1
GPX8	0	1	0	0	0	2.7703006004525808	0	0	0	0.3865126441174024	0.8442071429788266	0.6739802801243064	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9399021830033084	1
TWF1	0	0	0	0	0	0	0	0	0	0.4011916517781233	0.7707919121789671	0.674052950729786	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9399308515947328	1
KLK4	0	1	0	0	0	2.7532174659211757	0	0	0	0.3890007007376527	0.8300107933282327	0.6740592235535945	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9399333258596266	1
STOM	0	0	0	0	0	0	0	0	0	0.3897198963015426	0.8242226589973662	0.6741173548558048	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.939956252507131	1
HIST1H2BJ	0	0	0	0	0	0	0	0	0	0.38082583138711057	0.8857354642338946	0.6741890882370838	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.939984536826054	1
TMEM88	0	0	0	0	0	0	0	0	0	0.38518841227053646	0.8522039829901857	0.674197259471767	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9399877582421844	1
KCNK7	0	0	0	0	0	0	0	0	0	0.3834993058892544	0.864252413762813	0.6742159963201697	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9399951446571828	1
PHYHD1	0	0	0	0	0	0	0	0	0	0.397117243144258	0.7885277100659758	0.6742374323159324	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9400035944877714	1
GNPDA2	0	1	0	0	0	2.761143129536376	0	0	0	0.3878427319533804	0.8380961875492166	0.674320732788712	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.940036424135838	1
RNASEH1	0	0	0	0	0	0	0	0	0	0.3908101980242587	0.819389478831223	0.6743266143780853	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9400387417470488	1
H1FOO	0	0	0	0	0	0	0	0	0	0.3819327030593298	0.8776775174255256	0.6743748987606937	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.940057766030067	1
METTL21B	0	0	0	0	0	0	0	0	0	0.3848816346452887	0.8557197262486402	0.6744200429735723	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.940075549943678	1
MRPS35	0	0	0	0	0	0	0	0	0	0.40313396322045847	0.7646797438019157	0.6744242826923542	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.940077219964708	1
ISX	0	0	0	0	0	0	0	0	0	0.38817842243417977	0.8347080571271832	0.6744272399212332	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9400783847984564	1
ACR	0	1	0	0	0	2.725698956722254	0	0	0	0.3930709463310461	0.8105543491294953	0.6744298623282957	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9400794177371616	1
RRP15	0	0	0	0	0	0	0	0	0	0.387131652120403	0.8411792734354862	0.6744496232528776	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9400872010306924	1
TSPAN17	0	0	0	0	0	0	0	0	0	0.3984773062511062	0.7836310481514852	0.6744707228174491	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9400955109391546	1
FYTTD1	0	0	0	0	0	0	0	0	0	0.4010776021120859	0.7728952663595046	0.6744708212293025	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9400955496963932	1
C20orf196	0	0	0	0	0	0	0	0	0	0.3854557202431975	0.8522271071173715	0.6744866930857014	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9401018002730774	1
TM4SF20	0	0	0	0	0	0	0	0	0	0.38963734081240886	0.8267870867198897	0.6745156353946545	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9401131972298312	1
RCN1	1	0	0	0	0	0	0	0	0	0.3902014957867197	0.8236920410601416	0.6745183931304533	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9401142831114082	1
IZUMO1	0	1	0	0	0	2.7344832773466488	0	0	0	0.39176320469940096	0.8176863506966606	0.674546296754015	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9401252697627854	1
KANK2	0	1	0	0	0	0.4973653099228651	0	0	0	0.43856093765801896	0.6618341120712166	0.6747593192408874	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9402091062713566	1
GKN1	1	1	0	0	0	2.745717415079714	0	0	0	0.3900268874238212	0.8280210057186501	0.67476877777882	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9402128271864688	1
PGLYRP1	0	1	0	0	0	2.77308896431261	0	0	0	0.38610930591886605	0.8522585293341143	0.6748976500193211	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9402635113126504	1
LY6G6D	0	0	0	0	0	0	0	0	0	0.39370722909848976	0.8075826616323454	0.6749462383091747	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9402826141988476	1
MBLAC1	0	1	0	0	0	2.7833936467766036	0	0	0	0.38462540751620466	0.8630473425758795	0.6749987876088948	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9403032704515584	1
SPI1	0	0	0	0	0	0	0	0	0	0.38764743428847304	0.8412159751645935	0.6750033923653233	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9403050803095068	1
ANO10	0	2	0	0	0	1.8966752448044255	0	0	0	0.42084589597783106	0.713350059374777	0.6750328580020237	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.940316660768414	1
RLIM	0	2	0	0	0	1.8151696674341375	0	0	0	0.4506325688903372	0.64495571239477	0.6750342711941231	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9403172161428244	1
PSMD13	0	0	0	0	0	0	0	0	0	0.4143139961953603	0.7284177571904891	0.6750399574369108	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9403194507657616	1
OGDHL	0	1	0	0	0	0.4975817169948822	0	0	0	0.4388805231765141	0.6618892613009988	0.6750624525145539	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9403282905829048	1
C1orf43	1	0	0	0	0	0	0	0	0	0.4069561897497832	0.7530059519148056	0.6750695868682357	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9403310939899852	1
CLASP1	2	1	0	0	0	0.5579758840240662	0	0	0	0.5254341109008297	0.5325731087913563	0.6751148646160963	1	0.816404741062126	0.9424126707052872	0.9771679320909128	1	0.9403488838872874	1
LARP1B	1	2	0	0	0	1.7529626726974148	0	0	0	0.4752072972961426	0.6030697402300438	0.675127652827861	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9403539079020362	1
METTL9	0	0	0	0	0	0	0	0	0	0.39051341478467594	0.8257709764065752	0.6752450693617598	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.940400025187438	1
ZSWIM4	3	1	0	0	0	0.4900462433357427	0	0	0	0.4270937183297644	0.6907663568795166	0.6752476804990049	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.940401050522688	1
MIB2	3	4	0	0	0	1.4738191893658754	0	0	0	0.48153381569793385	0.5955178128277299	0.6753373978324246	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.940436274381386	1
ALKBH3	0	0	0	0	0	0	0	0	0	0.4061171978668574	0.7575515322521204	0.6754937751077856	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.940497641061458	1
C14orf39	0	0	0	0	0	0	0	0	0	0.4042145906222052	0.7646903195317456	0.6755077353219956	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9405031176675028	1
NME2	0	0	0	0	0	0	0	0	0	0.3978090112078677	0.791164595068587	0.6755555554519419	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.940521875365751	1
LDLRAP1	0	0	0	0	0	0	0	0	0	0.39137254867165017	0.8241946487691681	0.6758464745862537	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9406359170028764	1
DNAAF1	1	2	0	0	0	1.9006832236143103	0	0	0	0.4192737254236246	0.7204649090936732	0.6759541993903153	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9406781138476716	1
TNFAIP6	0	0	0	0	0	0	0	0	0	0.3904118180455483	0.8301593182343168	0.6759575828383686	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9406794388988216	1
RNF128	0	0	0	0	0	0	0	0	0	0.3917096287172373	0.8229728798917677	0.6759650297780215	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9406823552651862	1
ASPSCR1	1	2	0	0	0	1.883672228455256	0	0	0	0.42522970230069135	0.7041217620197034	0.6759652423028368	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.940682438492832	1
PPIB	0	0	0	0	0	0	0	0	0	0.38762821420645055	0.8475273881022963	0.6760425288498273	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9407127005392376	1
JADE2	3	3	0	0	0	1.6067440316110375	0	0	0	0.4577496125111096	0.6346859443349071	0.6761044015709918	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9407369208345244	1
LYPD4	0	0	0	0	0	0	0	0	0	0.3927540299306932	0.8185363804224928	0.6761901156436148	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.940770464555917	1
CLEC1A	0	0	0	0	0	0	0	0	0	0.394142958056709	0.81200626611751	0.6763180857432376	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9408205247167634	1
OTC	1	0	0	0	0	0	0	0	0	0.4022980684172499	0.7753932118370332	0.6763221091588123	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9408220982295248	1
IAH1	0	1	0	0	0	2.698647473838731	0	0	0	0.397148902633902	0.8000641996958529	0.6763546917605515	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9408348400383209	1
GSX2	0	0	0	0	0	0	0	0	0	0.3890954331674894	0.8411033859764676	0.6765178751163807	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9408986311901212	1
SPATA6L	0	1	0	0	0	2.665511746658019	0	0	0	0.4022508863723736	0.7790826769882889	0.6765552633371099	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9409132413393893	1
GALR2	0	0	0	0	0	0	0	0	0	0.3853090755234419	0.8670560498293007	0.6765639433704622	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9409166329298756	1
MYEOV	0	2	0	0	0	1.9334191113772663	0	0	0	0.4083163436999113	0.7574582292764399	0.6766195266828908	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9409383486207118	1
PHF6	0	2	0	0	0	1.5718491843222795	0	0	0	0.5591668100409172	0.5107912782592434	0.6766562083498509	1	0.8230139893374206	0.9424126707052872	0.9771679320909128	1	0.9409526771788675	1
SNF8	0	0	0	0	0	0	0	0	0	0.3961412983110448	0.8039982289575247	0.6767005330603812	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9409699886023232	1
RAN	0	0	0	0	0	0	0	0	0	0.4045625350254799	0.7680782100824507	0.6767392219330696	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9409850965243968	1
MAMSTR	0	0	0	0	0	0	0	0	0	0.38967920430336866	0.839020199768445	0.676774187653808	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9409987486607996	1
TMEM182	1	0	0	0	0	0	0	0	0	0.4019086613749654	0.7790378317703333	0.6768319735395514	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.941021306821283	1
LIN7A	0	1	0	0	0	2.617253859380043	0	0	0	0.4098995763264559	0.7518154145382994	0.6768469133718884	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.941027138154465	1
CXorf38	0	0	0	0	0	0	0	0	0	0.4094354340682144	0.7506875309503792	0.6768716199658152	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9410367809380904	1
PABPN1L	0	0	0	0	0	0	0	0	0	0.3917670107305542	0.8281127497891654	0.6770004155092517	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9410870341926826	1
TAGLN2	0	0	0	0	0	0	0	0	0	0.3954414814529173	0.8092333534931107	0.6770883955694079	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9411213480364974	1
PAGR1	0	0	0	0	0	0	0	0	0	0.38842573673506375	0.8489961486054851	0.6771299292005737	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9411375429452148	1
TMEM40	0	0	0	0	0	0	0	0	0	0.4079707579852141	0.7569337007158811	0.6771602437826153	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.941149361682862	1
SLC25A34	0	0	0	0	0	0	0	0	0	0.39309601369148495	0.8217779364952635	0.6771824057704157	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9411580011121402	1
TMEM150C	0	1	0	0	0	2.7134203121748075	0	0	0	0.3949123657628091	0.8146969251130746	0.6772112573747608	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9411692472744252	1
BLOC1S4	0	0	0	0	0	0	0	0	0	0.3839450211736971	0.8828956399100532	0.6772170989948492	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9411715241492076	1
NCALD	0	1	0	0	0	2.728712406055924	0	0	0	0.3926214262171498	0.82740238942645	0.6773663356378143	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.941229674685268	1
ZCCHC24	0	0	0	0	0	0	0	0	0	0.38733966793231944	0.8578139388109297	0.6773687022420531	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9412305965753346	1
DNASE1L1	1	0	0	0	0	0	0	0	0	0.3931698681801285	0.8225176537147453	0.6773992220250308	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.941242484550086	1
GPR179	6	7	0	0	0	1.1043214489469877	0	0	0	0.8089723672180409	0.39905345038651574	0.6774390067980163	1	0.919693735487368	0.9424126707052872	0.9771679320909128	1	0.9412579793315432	1
PLA2G4B	3	1	0	0	0	0.512546913529868	0	0	0	0.4602591685843098	0.6252463306262777	0.677450991133012	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9412626463541116	1
PEX3	0	0	0	0	0	0	0	0	0	0.4126333815662405	0.7418972556169787	0.6774735425873786	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9412714279225212	1
CCNG2	0	0	0	0	0	0	0	0	0	0.3946373243122959	0.8157738233509007	0.677597875913209	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9413198300186244	1
GINS4	1	0	0	0	0	0	0	0	0	0.40558755521120826	0.7676834855881101	0.6776540664745634	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.941341697126718	1
IZUMO4	0	0	0	0	0	0	0	0	0	0.4023084360219046	0.7812314177418561	0.6777768023144282	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9413894447797204	1
GPSM3	0	0	0	0	0	0	0	0	0	0.3998541803495649	0.7917539480014967	0.6777784018159306	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9413900668835412	1
RPL28	0	1	0	0	0	2.762541645184755	0	0	0	0.3876390598738527	0.8601922958625114	0.6777876766762695	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9413936741368254	1
ATOH8	0	0	0	0	0	0	0	0	0	0.3870442511752489	0.8635336730953812	0.6779113906994544	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9414417778535044	1
RNF183	0	0	0	0	0	0	0	0	0	0.3827543149818302	0.9002791312635631	0.677940443029388	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9414530709957162	1
IER3	0	0	0	0	0	0	0	0	0	0.3887872174384186	0.8518873096116107	0.6779804547456768	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9414686222025576	1
WFDC5	0	0	0	0	0	0	0	0	0	0.3955852356286649	0.8128936488924915	0.677994874564146	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.941474226121597	1
ZNF605	0	0	0	0	0	0	0	0	0	0.3880589382194405	0.857438603685299	0.6780771848500498	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9415062081825468	1
GTF2H3	0	0	0	0	0	0	0	0	0	0.40615747570800653	0.7671345378690374	0.678085142629314	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9415092996865868	1
BTG1	0	0	0	0	0	0	0	0	0	0.3920525949283543	0.833123393607664	0.6782227364393338	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9415627385038602	1
RNF112	0	2	0	0	0	1.9186397494962872	0	0	0	0.4132922277156853	0.7462080103432087	0.67825018134475	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9415733942434192	1
UCHL1	0	0	0	0	0	0	0	0	0	0.4011512537876837	0.7882723890991415	0.6782875779031464	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9415879120171564	1
SHISA7	0	0	0	0	0	0	0	0	0	0.3866103068956259	0.8701505685861295	0.6783949202116312	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9416295720824848	1
PRND	1	0	0	0	0	0	0	0	0	0.3866094112582043	0.8708743452757622	0.678492693144525	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9416675034461234	1
ERCC6	3	2	0	0	0	0.6951973598271028	0	0	0	0.5948739277733059	0.4784699428651995	0.6785099672225104	1	0.8281168857183012	0.9424126707052872	0.9771679320909128	1	0.9416742035227008	1
IGF1	0	0	0	0	0	0	0	0	0	0.3910541216157223	0.8410429832612117	0.678574741892519	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9416993236824268	1
TRNAU1AP	0	0	0	0	0	0	0	0	0	0.40182061589591833	0.7866290302524624	0.6785785808805787	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.941700812280066	1
HIST1H2AA	1	0	0	0	0	0	0	0	0	0.3846054162521453	0.8892504170442025	0.678702609653358	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9417488937215835	1
IRAK1BP1	0	0	0	0	0	0	0	0	0	0.3979045458352978	0.8049068302422242	0.6787101228379226	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9417518055816962	1
TMEM183A	0	0	0	0	0	0	0	0	0	0.40896545824060193	0.7591696248146715	0.6787507324556552	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9417675430773816	1
CCDC28A	0	0	0	0	0	0	0	0	0	0.39605774037037056	0.814667910198443	0.6788458493441469	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9418043943337434	1
GMIP	1	1	0	0	0	0.5152343438709499	0	0	0	0.46456211064489594	0.6207233294445538	0.6789445607617852	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9418426241307516	1
ESM1	0	0	0	0	0	0	0	0	0	0.3927090405930047	0.8339049162004817	0.6790523708984819	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.941884361360242	1
LYPD6B	0	0	0	0	0	0	0	0	0	0.401690169666882	0.7894059942667886	0.6790994022999117	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9419025635658904	1
ATXN3	0	0	0	0	0	0	0	0	0	0.4089413183190169	0.7606043989129846	0.6791145997949137	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.941908444640495	1
RHOJ	0	0	0	0	0	0	0	0	0	0.3918391763105816	0.8402532911874935	0.6792642099422459	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9419663221107788	1
FAM60A	0	0	0	0	0	0	0	0	0	0.3997792345569984	0.7987942863212304	0.6792946523563315	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.941978094883434	1
XAF1	0	0	0	0	0	0	0	0	0	0.3928012535061939	0.8348403141404008	0.6793176136691015	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9419869736417968	1
PRKCD	1	2	0	0	0	1.8476367720691065	0	0	0	0.438244483778688	0.6813300861751626	0.6793780774069613	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9420103502525722	1
ENOPH1	0	1	0	0	0	2.642775646235733	0	0	0	0.4058216026450092	0.7763148343070099	0.6794420667909937	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9420350840946976	1
SOX15	0	0	0	0	0	0	0	0	0	0.3894776871067725	0.856620274476287	0.6794583301002148	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9420413693975982	1
LAIR2	0	0	0	0	0	0	0	0	0	0.38841894756566886	0.8645423924926126	0.6795252915053323	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9420672439606896	1
CINP	0	0	0	0	0	0	0	0	0	0.39699133523951136	0.8132844195698623	0.6795280337446605	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9420683034490064	1
SYNGR1	0	0	0	0	0	0	0	0	0	0.3874579111325689	0.8718383974389844	0.6795357714142878	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9420712929061508	1
CLEC12B	0	0	0	0	0	0	0	0	0	0.40716834711064553	0.7689973625908814	0.6795750056851617	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9420864497537343	1
IFNB1	0	0	0	0	0	0	0	0	0	0.3935828826902522	0.8319132877985916	0.6796041795006716	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.94209771861269	1
ANXA4	0	0	0	0	0	0	0	0	0	0.40895397951769785	0.7623959953519752	0.6796078520058855	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.942099137088586	1
SEMA4G	0	1	0	0	0	0.5147130549890345	0	0	0	0.4640076418797264	0.6232203040470763	0.6796966768084177	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9421334389168302	1
ATPAF1	0	0	0	0	0	0	0	0	0	0.4010060791971224	0.7952808457284932	0.6797564414327819	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9421565119274672	1
GXYLT1	0	0	0	0	0	0	0	0	0	0.4002148220859343	0.7992463286856589	0.6798396127271602	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9421886126823656	1
ODF3	0	0	0	0	0	0	0	0	0	0.3941986376026476	0.8299569952199864	0.6798863174997578	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9422066343738232	1
TUBA3E	0	0	0	0	0	0	0	0	0	0.3875818623982562	0.873612988266985	0.6799113304353277	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9422162846465174	1
RAD1	0	1	0	0	0	2.681197055206881	0	0	0	0.39982089931708953	0.8038017540258362	0.6799296015678923	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9422233332739788	1
HECW2	1	2	0	0	0	0.6775349681995884	0	0	0	0.5680274852396492	0.49989584386816377	0.6799536752197453	1	0.8238202099065834	0.9424126707052872	0.9771679320909128	1	0.9422326196445072	1
ODAM	0	0	0	0	0	0	0	0	0	0.4076709285928528	0.7686874479551757	0.6799940936957899	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.942248209086565	1
DDIT3	0	1	0	0	0	2.6837715813678034	0	0	0	0.3994246198068857	0.8063729418216128	0.6800898705848486	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9422851407263496	1
VSX1	0	1	0	0	0	2.7076193484557196	0	0	0	0.3957878437884539	0.8246693817713258	0.6801352064544107	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9423026175679164	1
ABCD1	0	2	0	0	0	1.9362901105597825	0	0	0	0.40735951871540754	0.774300222724311	0.6802318661746334	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9423398695099416	1
DRAM2	0	0	0	0	0	0	0	0	0	0.40304231081543274	0.7888178549174597	0.6803301831985239	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9423777460741268	1
MRPL32	1	0	0	0	0	0	0	0	0	0.4038999806227565	0.7852615934389182	0.6803479607069075	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.9423845933298308	1
